...1,contain,name_g,score_g,num_g,score_i,num_i,score_t,num_t,address,區,路,段,cate_早餐,cate_中式,cate_日式,cate_韓式,cate_港式,cate_東南亞,cate_美式,cate_中東,cate_歐式,cate_非洲,cate_甜點.咖啡廳,cate_飲料,cate_酒吧,ave_price,image_file,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,image_source,link_i,link_t,name_i,name_t,max_price,min_price,score_w
2587,two,oncepoon,4.8,217,4.7,10,,,臺北市大安區復興南路一段279巷28號,大安區,復興南路,一段,0,0,1,0,0,1,0,0,0,0,0,0,0,330,daan_174.png,"12:00-14:30, 18:00-21:00","12:00-14:30, 18:00-21:00",休息,"12:00-14:30, 18:00-21:00","12:00-14:30, 18:00-21:00","12:00-14:30, 18:00-21:00",休息,https://lh3.googleusercontent.com/nAAGlI93f3MDGSrpxtT8tOu-idQ1uNV3zDHBjutPjwCDfnKrkIM_37U2tvsYmMZ11Pdcped90LCJ_g7PRnK5IcsnVW7cZg=s600,https://ifoodie.tw/restaurant/5ebc1efa2261397f87d707f1-Oncepoon,,Oncepoon,,NA,NA,
2588,two,肉 RÒU BY T-HAM （敦南店）,4.3,279,4.4,16,,,臺北市大安區敦化南路1段326號,大安區,敦化南路,一段,0,1,1,0,0,1,1,0,0,0,0,0,0,2300,daan_175.png,"11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30",https://lh3.googleusercontent.com/24anLCm28D6U2yil8ns0epGKu3P93B-_ANq-Co1tipcBofUtxOd1n_C9WGqpitoZyhIJDhDbxvR3OTwocgDoBs4emhi6NB7J=s600,https://ifoodie.tw/restaurant/57e9645b2756dd606545baff-%E8%82%89-R-U-by-T-HAM,,肉 RÒU by T-HAM,,NA,NA,
2589,two,早安有喜-大安和平店,4.1,280,4.1,2,,,臺北市大安區和平東路二段117號,大安區,和平東路,二段,1,0,0,0,0,0,0,0,0,0,0,0,0,100,daan_176.png,06:00-13:30,06:00-13:30,06:00-13:30,06:00-13:30,06:00-13:30,06:00-13:30,06:00-13:30,https://lh3.googleusercontent.com/7jBzEIZcGhmYiyFe-jPBF3kvkd4RrGeGuNzJP-QTwd6EwDSt_9ESYvoDl_6go9vuKCKrjpIBNJ5oI45Cbllo7Sdy4eAs0g=s600,https://ifoodie.tw/restaurant/5e5b4bda22613961909e8c11-%E6%97%A9%E5%AE%89%E6%9C%89%E5%96%9C-%E5%A4%A7%E5%AE%89%E5%92%8C%E5%B9%B3%E5%BA%97,,早安有喜 大安和平店,,NA,NA,
2590,two,鳳華鶏豚濃湯拉麵專門 二號店,4.3,182,4.4,1,,,臺北市大安區復興南路二段190號1樓,大安區,復興南路,二段,0,0,1,0,0,0,0,0,0,0,0,0,0,260,daan_177.png,"11:30-14:00, 17:00-21:00","11:30-14:00, 17:00-21:00","11:30-14:00, 17:00-21:00","11:30-14:00, 17:00-21:00","11:30-14:00, 17:00-21:00","11:30-14:00, 17:00-21:00","11:30-14:00, 17:00-21:00",https://lh3.googleusercontent.com/VbFdwIew_3Ga5895lsLehf3STjmpVWAceLs53oopXWmdJ2Nu92-vWsL326Ealm8BnpKyf0zwWi2EVL3JpxxoZT_epwlIAhSrRLQHC0ZtmaF6=s600,https://ifoodie.tw/restaurant/64258780d20d875e21656230-%E9%B3%B3%E8%8F%AF%E9%B6%8F%E8%B1%9A%E6%BF%83%E6%B9%AF%E6%8B%89%E9%BA%B5%E5%B0%88%E9%96%80-%E4%BA%8C%E8%99%9F%E5%BA%97,,鳳華鶏豚濃湯拉麵專門 二號店,,NA,NA,
2591,two,樂檸漢堡 THEFREEN BURGER（台北忠孝敦化門市）,4.3,77,4.4,2,,,臺北市大安區忠孝東路四段223巷47號,大安區,忠孝東路,四段,0,0,0,0,0,0,1,0,0,0,0,0,0,200,daan_178.png,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,https://lh3.googleusercontent.com/B_jBVT6lkzqZTB8OsPdud5dSx-iRHiGVipllCNKhIZdLkwT2P_Nu7H4adrH8qVtvn-XaHhBzhJJhINn99r_3dkDRjfo15w846VcC2Aw-5Jln=s600,https://ifoodie.tw/restaurant/6403802bb4478b332ea50563-%E6%A8%82%E6%AA%B8%E6%BC%A2%E5%A0%A1-THEFREEN-BURGER,,樂檸漢堡 THEFREEN BURGER（台北忠孝敦化門市）,,NA,NA,
2592,two,魚日式料理,4.1,1077,4.1,18,,,臺北市大安區羅斯福路二段15巷10號,大安區,羅斯福路,二段,0,0,1,0,0,0,0,0,0,0,0,0,0,300,daan_179.png,休息,"11:30-14:00, 17:00-21:30","11:30-14:00, 17:00-21:30","11:30-14:00, 17:00-21:30","11:30-14:00, 17:00-21:30","11:30-14:00, 17:00-21:30","11:30-14:00, 17:00-21:30",https://lh3.googleusercontent.com/JBcdIRYBz0Feg6VyPvdMNtyRy2RqFdIH5ztgN1CAa-c3LUGrzJ9uB_i6QnQ8-Khr4MCINBNbyrj81aWF3F90BjICJsQI2xFsXMEXc2uvzkpg=s600,https://ifoodie.tw/restaurant/559d4020c03a103ee86c5784-%E9%AD%9A%E7%9A%84%E6%96%99%E7%90%86,,魚的料理,,NA,NA,
2593,two,玖酒井食事町,4.7,718,4.7,16,,,臺北市大安區敦化南路一段190巷40號1樓,大安區,敦化南路,一段,0,0,1,0,0,0,0,0,0,0,0,0,0,1500,daan_181.png,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,https://lh3.googleusercontent.com/hp3aAceVDdEM4umz_wxXwKbC8XkFEoBsim8s5cf_uKk2andhp2V6Y0teh_l8iWluDkbnIRhMeLMUgBzHXx9nMSnSE5kQiCptQ9r7Fw12adY=s600,https://ifoodie.tw/restaurant/5da7d135226139714603d675-%E7%8E%96%E9%85%92%E4%BA%95%E9%A3%9F%E4%BA%8B%E7%94%BA,,玖酒井食事町,,NA,NA,
2594,two,Toast Chat,4.7,3263,4.5,82,,,臺北市大安區光復南路290巷58號,大安區,光復南路,,1,0,0,0,0,0,0,0,0,0,1,0,0,250,daan_182.png,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,https://lh3.googleusercontent.com/_U2hK8xO7EHw5x_r8w28OfxZXGWSuWfkaI2W8W7uvhJOSIIWXBVghxfetVXr-mm8oAvXzNY2GzT9s1iDzm5Y-CxXhommaQ=s600,https://ifoodie.tw/restaurant/559de234c03a103ee86cba70-Toast-Chat,,Toast Chat,,NA,NA,
2595,two,UZNA OMOM 杏桃鬆餅屋 (SOGO復興店),3.7,460,3.9,17,,,臺北市大安區忠孝東路三段300號5樓,大安區,忠孝東路,三段,0,0,0,0,0,0,0,0,0,0,1,0,0,600,daan_184.png,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:00,11:00-22:00,11:00-21:30,https://lh3.googleusercontent.com/DUwoohVAyw646J0D2XPPxzEPzNYMtNeguDBVyQrllLcTfRhmhuoQgxWi2Qefhi_-C-jaKYNAfqFsNShp4NtxGvBzjZ5uu8iNPhHj4SIRhr61oQ=s600,https://ifoodie.tw/restaurant/56526334699b6e2a1877e30d-%E6%9D%8F%E6%A1%83%E9%AC%86%E9%A4%85%E5%B1%8B,,杏桃鬆餅屋,,NA,NA,
2596,two,永和樓(영화루)韓式中華料理店,4.3,281,4.3,2,,,臺北市大安區和平東路二段118巷52弄3號1樓,大安區,和平東路,二段,0,0,0,1,0,0,0,0,0,0,0,0,0,350,daan_185.png,休息,"11:30-14:30, 17:00-21:00","11:30-14:30, 17:00-21:00","11:30-14:30, 17:00-21:00","11:30-14:30, 17:00-21:00","11:30-14:30, 17:00-21:00","11:30-14:30, 17:00-21:00",https://lh3.googleusercontent.com/Y1evub0LT8IAxSmYMNwQMHE9_rAf5uOy3B3kIz9SRZBOjoxasIGIGLK0lZYKISmkXhBImWSPXtF60zFHkT6bgMT0Vy74FthvXGBNSTI1DkM=s600,https://ifoodie.tw/restaurant/631c90857cc7fc29b4ceb026-%E6%B0%B8%E5%92%8C%E6%A8%93-%E9%9F%93%E5%BC%8F%E4%B8%AD%E8%8F%AF%E6%96%99%E7%90%86%E5%BA%97,,永和樓 韓式中華料理店,,NA,NA,
2597,two,金錦町 JinJinDing(金華店),4,615,4.3,26,,,臺北市大安區金華街86號,大安區,金華街,,0,0,0,0,0,0,0,0,0,0,1,0,0,200,daan_186.png,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,https://lh3.googleusercontent.com/ZsbzeeyNkhqoau8aKuCCUNXZYumCPvHvUFOd6a_QQvHJ4_sjIKGhvb4fyX6peQtLGh838H9PAVugtAmK7i0pwky5q8yCb1dAW8LRR10nh3kM=s600,https://ifoodie.tw/restaurant/5bd323002756dd1d42bd3ab4-%E9%87%91%E9%8C%A6%E7%94%BA,,金錦町,,NA,NA,
2598,two,糊塗麵,4.1,1513,4.3,29,,,臺北市大安區溫州街22巷11號,大安區,溫州街,,0,1,0,0,0,0,0,0,0,0,0,0,0,150,daan_187.png,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,https://lh3.googleusercontent.com/QG8gYJVsakgub8aNyUUVeVrMGAe7tUBqkV0jpXJyfNgL1KBVCXkjKtL9RrSRYlg-LQXvScoGzh4kNBM7eGNbeq6-JMb4ZFw=s600,https://ifoodie.tw/restaurant/559d9727c03a103ee86c8d8d-%E7%B3%8A%E5%A1%97%E9%BA%B5,,糊塗麵,,NA,NA,
2599,two,湯神—頂級和牛牛肉麵,4.8,1071,4.8,3,,,臺北市大安區八德路二段11號,大安區,八德路,二段,0,1,0,0,0,0,0,0,0,0,0,0,0,250,daan_188.png,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,https://lh3.googleusercontent.com/pLBgQZk3TmL4eEcGo116oudKfwWto_A0S-NhKVlzamLbVqp_mSPvcGCxYaxypAaZ4IabCea1g3loK7ZBXX0UPK0dOP9YfVhayoDjN2X-XFdE=s600,https://ifoodie.tw/restaurant/637fd26377b9e927d41c0797-%E6%B9%AF%E7%A5%9E-%E6%B9%AF%E7%A5%9E%E7%89%9B%E8%82%89%E9%BA%B5,,湯神—湯神牛肉麵,,NA,NA,
2600,two,豆町村燒肉-大安人氣燒肉|特色燒肉|必吃燒肉|人氣餐廳|聚餐餐廳|必吃美食,5,180,5,10,,,臺北市大安區延吉街131巷27號1樓,大安區,延吉街,,0,1,1,0,0,0,0,0,0,0,0,0,0,600,daan_189.png,休息,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,https://lh3.googleusercontent.com/AxImTK86k97tYvxN-j0SpOMxNyJjKOmcNK64rJ_yj22rxfHouGkjGFfF2WQSfPhH4m2ObqFpJldYFGZ79UK6-kgXt7Gr7njRw04eq7tYdGum=s600,https://ifoodie.tw/restaurant/630a1e7fbaf6d30213d9da38-%E8%B1%86%E7%94%BA%E6%9D%91%E7%87%92%E8%82%89,,豆町村燒肉,,NA,NA,
2601,two,become,4.3,583,4.2,15,,,臺北市大安區信義路四段30巷50弄3號,大安區,信義路,四段,1,0,0,0,0,0,0,0,0,0,1,0,0,600,daan_190.png,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,https://lh3.googleusercontent.com/hXmA5Qykt_4iD9_609FC5-MNuEc6Q_Ifd-y_5KwByNnzFd1iKvGae8NyGPRdx5Pj_1OIp-CDE3z3allRdn3uCrFn2ZQJpl5NaQkjZxQYSUE=s600,https://ifoodie.tw/restaurant/5db13ad7d6895d1c3bc58e92-become-%E6%97%A9%E5%8D%88%E9%A4%90,,become 早午餐,,NA,NA,
2602,two,上信饌玉 信義店,4.2,37,4.5,14,,,臺北市大安區信義路四段404號,大安區,信義路,四段,0,0,0,0,0,0,0,0,0,0,1,0,0,700,daan_191.png,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,https://lh3.googleusercontent.com/66b1xBQvXf-TQ0lV0Nj0nHjEFNhhr-eNoSvtPBhk4UiFQ3G2j9TNA1xvwqTKcC-k1sp60bpFEUvN9S2Ces2Fj4C6a-LxlQ=s600,https://ifoodie.tw/restaurant/5c2c7c6722613964bb1f01d1-%E4%B8%8A%E4%BF%A1%E9%A5%8C%E7%8E%89-%E4%BF%A1%E7%BE%A9%E5%BA%97,,上信饌玉 信義店,,NA,NA,
2603,two,The Quiet Light 默光咖啡（瑞安店）,4.7,224,4.6,4,,,臺北市大安區瑞安街262之2號,大安區,瑞安街,,1,0,0,0,0,0,0,0,0,0,1,0,0,530,daan_192.png,休息,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,09:00-17:00,09:00-17:00,https://lh3.googleusercontent.com/XEwrzLUUcuOFsdAdUq1NCN8FiqcTf-MJL-hWn3N04CfP6xJiYfX5Di7tX_a3wFnmHRsKKlz8w9WQ9FOwM5geIOfmfS7EcME=s600,https://ifoodie.tw/restaurant/5e8c8c7f2756dd51bc225a9d-The-Quiet-Light-%E9%BB%98%E5%85%89%E5%92%96%E5%95%A1,,The Quiet Light 默光咖啡,,NA,NA,
2604,two,樂朗奇法式手工喜餅,4.8,182,4.8,2,,,臺北市大安區仁愛路三段7之3號1樓,大安區,仁愛路,三段,0,0,0,0,0,0,0,0,0,0,1,0,0,150,daan_193.png,12:30-20:00,12:30-20:00,12:30-20:00,12:30-20:00,12:30-20:00,11:30-19:00,11:30-19:00,https://lh3.googleusercontent.com/ASlBeuJmN901PDYNlY3m_H9nuVjKnYtGEVLSAaWcR-rw_6CQj5vMY4kJrzVnmnqq1fjMkDR_hR25kTdfOTfJaEb3Xba9mGOLy9hyVLYhRP94=s600,https://ifoodie.tw/restaurant/6212f006873d79758de5a784-%E6%A8%82%E6%9C%97%E5%A5%87%E6%B3%95%E5%BC%8F%E6%89%8B%E5%B7%A5%E5%96%9C%E9%A4%85,,樂朗奇法式手工喜餅,,NA,NA,
2605,two,Naturdise戶外裝備咖啡廳 Outdoor Gears Caf’e,4.8,66,5,4,,,臺北市大安區潮州街75號1樓,大安區,潮州街,,0,0,0,0,0,0,0,0,0,0,1,0,0,600,daan_194.png,11:00-19:00,11:00-19:00,休息,11:00-19:00,11:00-19:00,10:00-18:00,11:00-19:00,https://lh3.googleusercontent.com/Q4YNPkf2VjN2rsNdP90YZmff2HbTDjfQubAYYJMgodvRxKsRmbDJlg8yuxl56sJ_G13Z1F6xKLnEQYQ22QT_FlNHpSty9L86ScnsWP8nNxe_=s600,https://ifoodie.tw/restaurant/63f5918efaabb457b3719598-Naturdise%E6%88%B6%E5%A4%96%E8%A3%9D%E5%82%99%E5%92%96%E5%95%A1%E5%BB%B3,,Naturdise戶外裝備咖啡廳,,NA,NA,
2606,two,東區鵝肉吳,4.3,63,4.3,4,,,臺北市大安區市民大道四段222號,大安區,市民大道,四段,0,1,0,0,0,0,0,0,0,0,0,0,0,300,daan_196.png,"11:00-14:00, 17:00-20:30","11:00-14:00, 17:00-20:30",休息,"11:00-14:00, 17:00-20:30","11:00-14:00, 17:00-20:30","11:00-14:00, 17:00-20:30",休息,https://lh3.googleusercontent.com/ieobqkhVC9yWRzPi_48RWntIkdYc78pLVCpD_0L9Hpy40LMqOsBpspjzce89DArIRdvJ98YHQonj64m0-k-IDCS1gzpvA01Ps4Lj0QBbYYc=s600,https://ifoodie.tw/restaurant/608143e97cc7fc08a9856d1c-%E6%9D%B1%E5%8D%80%E9%B5%9D%E8%82%89%E5%90%B3,,東區鵝肉吳,,NA,NA,
2607,two,小黑碳鐵板漢堡,5,149,4.9,3,,,臺北市大安區延吉街131巷1弄36號的正前方,大安區,延吉街,,0,0,0,0,0,0,1,0,0,0,0,0,0,150,daan_197.png,11:30-19:00,11:30-19:00,休息,11:30-19:00,11:30-19:00,11:30-19:00,11:30-19:00,https://lh3.googleusercontent.com/TanCY9xzUCIfd1C0AQgPqRW6wJjwt9yAVMn9GTSKff_H7G5TZiv3AcDJLxu8nP93tv0sZA9DzMRuNBAuq9uNeKhtgyV6s5E2X7zlpJdy27RD=s600,https://ifoodie.tw/restaurant/62c98178baf6d375ec78451a-%E5%B0%8F%E9%BB%91%E7%A2%B3%E9%90%B5%E6%9D%BF%E6%BC%A2%E5%A0%A1,,小黑碳鐵板漢堡,,NA,NA,
2608,two,竹苑shabu,4.7,1903,4.6,26,,,臺北市大安區大安路一段31巷31號,大安區,大安路,一段,0,1,1,0,0,0,0,0,0,0,0,0,0,1500,daan_198.png,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,"11:30-14:30, 17:30-00:00","11:30-14:30, 17:30-00:00",https://lh3.googleusercontent.com/qqIAqxomIOta60_cc93BVLgA9sMS1jTre7XrpwyhhN_egnUabB4axEq2pPv34SQtCVVoNFrZFueiI0CUGbRKii1rqbijmxBMYbGEa8hnjTA-=s600,https://ifoodie.tw/restaurant/5c53edc823679c6f956644a0-%E7%AB%B9%E8%8B%91shabu,,竹苑shabu,,NA,NA,
2609,two,再聚 Reunion Place 港式餐酒館 ｜HongKong Bar & Bistro,4.8,105,5,3,,,臺北市大安區基隆路二段140號,大安區,基隆路,二段,0,0,0,0,1,0,0,0,0,0,0,0,0,100,daan_199.png,00:00-03:00,休息,18:00-00:00,"00:00-03:00, 18:00-00:00","00:00-03:00, 18:00-00:00","00:00-03:00, 18:00-00:00","18:00-00:00, 00:00-03:00",https://lh3.googleusercontent.com/d7rclpgVTPIp5DzeS2CAFw6og5oGXLUWkNFvTK0FQr5rAfNOnQl-cqIb9NPoYIkSei2hwp-IfJMiBg0oJ_-vEyKswhR0XD8Bj961EDqLtXACaA=s600,https://ifoodie.tw/restaurant/63998a6401ba3347f9734c5a-%E5%86%8D%E8%81%9A-Reunion-Place-%E6%B8%AF%E5%BC%8F%E9%A4%90,,再聚 Reunion Place 港式餐酒,,NA,NA,
2610,two,OTOME Café,4.6,91,4.5,3,,,臺北市大安區敦化南路二段81巷45弄47號1樓,大安區,敦化南路,二段,0,0,0,0,0,0,0,0,0,0,1,0,0,320,daan_200.png,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:30-18:00,07:30-18:00,https://lh3.googleusercontent.com/TbXwkwXZ9YT-Sd5HiP8ybLikISMX3oQMtbmQ4L7Plp9lSvgae6en3yDxhAFrdi9H6QnMwSkSiqu4sSlb20CIdDjF3h43NdR9vLcU9_pEIY46=s600,https://ifoodie.tw/restaurant/630dea3fbaf6d36bdf9e4bca-OTOME-Caf-,,OTOME Café,,NA,NA,
2611,two,麵屋舜水蟬,4.4,264,4.4,2,,,臺北市大安區浦城街59號,大安區,浦城街,,0,0,1,0,0,0,0,0,0,0,0,0,0,450,daan_201.png,"11:00-15:00, 17:00-21:00","11:00-15:00, 17:00-21:00","11:00-15:00, 17:00-21:00","11:00-15:00, 17:00-21:00","11:00-15:00, 17:00-21:00","11:00-15:00, 17:00-21:00","11:00-15:00, 17:00-21:00",https://lh3.googleusercontent.com/6alXf1wG7riPTKC5XSBHr5p52WLGLP9Jp0LSh40FjcZH9FencKlUbHUoBlAuTXqOkZLv-w60PjfIUXHpg787oDB95JuENYYSwRadJJ79UmEH=s600,https://ifoodie.tw/restaurant/6399877dfaabb43c93482bfc-%E9%BA%B5%E5%B1%8B%E8%88%9C%E6%B0%B4%E8%9F%AC,,麵屋舜水蟬,,NA,NA,
2612,two,紀々花 NONOKA CAFE BISTRO (紀紀花),4.6,185,4.5,2,,,臺北市大安區仁愛路三段123巷13號,大安區,仁愛路,三段,0,0,0,0,0,0,1,0,0,0,1,0,0,800,daan_202.png,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,https://lh3.googleusercontent.com/XbsEV0lh4oYkdrV2CoOWKRycbTIwts65xstjuU2BB0Mw15JmMYAcgzLVmWb3AcJCzLbYitoWK-PtDIHA-Q-oUc50kLr5cS28L4Gsi0iEMmA-=s600,https://ifoodie.tw/restaurant/63286f3b7cc7fc29b4e42ce4-%E7%B4%80-%E8%8A%B1-NONOKA-CAFE-BIST,,紀々花 NONOKA CAFE BISTRO (紀紀花),,NA,NA,
2613,two,焦糖楓串燒連鎖第一品牌 /忠孝復興店(內用.外帶),4.9,322,4.9,7,,,臺北市大安區忠孝東路四段10號1樓,大安區,忠孝東路,四段,0,0,1,0,0,0,0,0,0,0,0,0,0,500,daan_204.png,"00:00-00:30, 16:30-00:00","00:00-00:30, 16:30-00:00","00:00-00:30, 16:30-00:00","00:00-00:30, 16:30-00:00","00:00-00:30, 15:30-00:00","00:00-00:30, 15:30-00:00","15:30-00:00, 00:00-00:30",https://lh3.googleusercontent.com/dsTBRN3K5Cx9qxN6O-Hrho4yYvuirIDNhmUbruC5l3P_c9wdHlM8hzSQ-9CR4dZJqJ5sVIRkV2WcpoGVaOxw0vy01NUWQt76QDJDqPwRToY=s600,https://ifoodie.tw/restaurant/6399d03401ba33484a82f684-%E7%84%A6%E7%B3%96%E6%A5%93%E4%B8%B2%E7%87%92%E6%BC%A2%E6%96%B9%E7%84%A1%E7%83%9F%E6%92%92%E7%B2%89-%E5%BF%A0%E5%AD%9D%E7%9B%B4%E7%87%9F%E5%BA%97,,焦糖楓串燒漢方無烟撒粉 忠孝直營店,,NA,NA,
2614,two,NICE GREEN 美蔬菜廚房(忠孝旗艦店),4,301,4.3,14,,,臺北市大安區復興南路一段153號,大安區,復興南路,一段,0,1,0,0,0,0,0,0,0,0,0,0,0,500,daan_205.png,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,https://lh3.googleusercontent.com/v70-UDa1AmnlWJbJgNhfflsC1o3Mn_ko9bIf9z3iTf71Re-J66JvyO-fBp7sPKaOjC8-KvlhlxukU320G2le6hMSXyl_e54TWusQChl3oZP5=s600,https://ifoodie.tw/restaurant/5d18c5672756dd4ea5744ef0-Nice-Green-%E7%BE%8E%E8%94%AC%E8%8F%9C%E5%BB%9A%E6%88%BF-%E5%BF%A0%E5%AD%9D%E5%BA%97,,Nice Green 美蔬菜廚房 忠孝店,,NA,NA,
2615,two,紅葉蛋糕 仁愛總店,3.7,1134,4,13,,,臺北市大安區仁愛路三段26之5號,大安區,仁愛路,三段,0,0,0,0,0,0,0,0,0,0,1,0,0,1500,daan_206.png,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,https://lh5.ggpht.com/3tO82j94VSLmtRLpUYi1hM0SfAlVSGd-MhaF1PqrVKN7zS2z-_J-R1mXy0SKEGpvu9iRX9hApAeS9AFQwIxJ2mDGam8ij00=s600,https://ifoodie.tw/restaurant/55a5e17cc03a102ec1415463-%E7%B4%85%E8%91%89%E8%9B%8B%E7%B3%95,,紅葉蛋糕,,NA,NA,
2616,two,禧太炭火燒肉店-台北推薦人氣必吃,4.7,1909,4.6,20,,,臺北市大安區延吉街131巷1弄50號,大安區,延吉街,,0,1,1,0,0,0,0,0,0,0,0,0,0,1200,daan_207.png,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,17:30-00:00,12:00-00:00,12:00-00:00,https://lh5.ggpht.com/PbJn1mTnECvQFYMRZWZ_2UCwqvdTpvICcorMvebC6WsqTo-JOSkmDYNnic3CbeRbZhgY1ivde-I-P00ORANTnbtPzjzuKQ=s600,https://ifoodie.tw/restaurant/559d8d99c03a103ee86c887d-%E7%A6%A7%E5%A4%AA%E7%82%AD%E7%81%AB%E7%87%92%E8%82%89%E5%BA%97,,禧太炭火燒肉店,,NA,NA,
2617,two,吉品初筵 台北忠孝店,4.3,532,4,6,,,臺北市大安區忠孝東路四段107號4號樓之一,大安區,忠孝東路,四段,0,1,0,0,1,0,0,0,0,0,0,0,0,150,daan_208.png,"11:30-14:00, 17:30-21:30","11:30-14:00, 17:30-21:30","11:30-14:00, 17:30-21:30","11:30-14:00, 17:30-21:30","11:30-14:00, 17:30-21:30","11:30-14:00, 17:30-21:30","11:30-14:00, 17:30-21:30",https://lh3.googleusercontent.com/1zGNQ0z7pOrw_bSbq4uE4RhH-cAy4jhiKe-BSyWfT9wsppRvvhisIiYNb4j4lNiEZ9E--kDAtWbikSY7kb40DRTI6t1Dp51yvYFpA0vU8K-X=s600,https://ifoodie.tw/restaurant/5fc3980ad6895d65844d7d47-%E5%90%89%E5%93%81%E5%88%9D%E7%AD%B5,,吉品初筵,,NA,NA,
2618,two,彩虹座(自助餐) Rainbow Terrace-台北福華大飯店,3.9,419,3.9,5,,,臺北市大安區仁愛路三段160號1F,大安區,仁愛路,三段,1,0,0,0,0,0,0,0,0,0,1,0,0,600,daan_212.png,"06:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-21:30","06:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-21:30","06:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-21:30","06:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-21:30","06:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-21:30","06:00-10:30, 11:30-14:00, 14:30-16:30, 18:00-21:30","06:00-10:30, 11:30-14:00, 14:30-16:30, 18:00-21:30",https://lh3.googleusercontent.com/w8Rk9jb5Y048Q8QefMzLZHz-QR3indwS-IOXR4-lmpSCzUNiPQRe4Hgu-acG7TVF0EspBZI8CKGAIwt9AbJG8srmGz8lFBCbdhvract-ZQU=s600,https://ifoodie.tw/restaurant/5fbd16f32756dd0b438a7a54-%E5%BD%A9%E8%99%B9%E5%BA%A7-%E8%87%AA%E5%8A%A9%E9%A4%90-Rainbow-Terr,,彩虹座(自助餐) Rainbow Terrace,,NA,NA,
2619,two,梟FUKUROU,4.5,104,4.5,3,,,臺北市大安區市民大道四段138之3號1樓,大安區,市民大道,四段,0,0,1,0,0,0,0,0,0,0,0,0,0,1200,daan_213.png,休息,"12:00-14:00, 18:00-22:30","12:00-14:00, 18:00-22:30","12:00-14:00, 18:00-22:30","12:00-14:00, 18:00-22:30","12:00-14:00, 18:00-22:30","12:00-14:00, 18:00-22:30",https://lh3.googleusercontent.com/i9NZQwHLi6ooEjSylBPzjCB6RMwSu6nOBmWLKGLosj5M-553Y7Mq0l1FwiVQ3Xt01dObet5OR_H2dggJL5RjkgYH4Yamn_4SwKOJxm9Ki8BL=s600,https://ifoodie.tw/restaurant/6266a1d47cc7fc706855ad76-%E6%A2%9FFUKUROU,,梟FUKUROU,,NA,NA,
2620,two,本家BORNGA韓式燒肉 敦南店,4.3,635,3.8,6,,,臺北市大安區市民大道四段102號,大安區,市民大道,四段,0,1,1,0,0,0,0,0,0,0,0,0,0,500,daan_215.png,17:00-00:00,17:00-00:00,17:00-00:00,17:00-00:00,17:00-00:00,12:00-00:00,12:00-00:00,https://lh3.googleusercontent.com/aFChAPR8TzhB_VTtAFTkOh_f6EZMeRM6eae72VxlrNnmnLsc2GJ33WwvodoMcHRxApdZ_W9mjuPClkxeELzBOHaRE7NWVRnq2Fwse3bXiQ0=s600,https://ifoodie.tw/restaurant/6388ac4601ba331496c44c9c-%E6%9C%AC%E5%AE%B6BORNGA%E9%9F%93%E5%BC%8F%E7%87%92%E8%82%89-%E6%95%A6%E5%8D%97%E5%BA%97,,本家BORNGA韓式燒肉 敦南店,,NA,NA,
